Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2015-01-15,Kailahun,Jawei,Lower Ngiebu,Nyandehun ,NA,1,1,Youth Cheirman ,High,Restriction of movement has made most of their goods to perish as they no longer go for luma. ,Community memebers were mostly concern about the time the virus is going to be eradicated. ,washing of dead bodies that have not been confirmed either ebola or non-ebola affected ,No group dining has been a bye-law in this community. ,An old experienced T. B.A confirmed that since the outbreak of the Ebola virus they have decided to refer all deliveries to the health facility. ,Lack of commitment and busy shedules of committee members are some of he obstacles.
2015-01-15,Kailahun,Jawei,Borbor ,Segema ,NA,1,1,Student ,High,Why the Government has closed all the schools in this Country because of Ebola?,Ebola has cut down the relationship between our families.,"When you get incontact with Ebola patient, Touching the vomite of an Ebola Patient.","Strangers are not allowed if is their any He/She will pay Le 300,001",The Government has closed all the public market places because of Ebola.,"The Road, Acepting the burial team to burry the death."
2015-01-15,Kailahun,Jawei,Upper Nyawa ,Serry Compound ,NA,1,1,Youth ,High,It has spoilt schooling and there is an absolute shortage of food ,What will the government do to our school children that are pregnant inorder for them to get back to school?,"Washing dead bodies, Eating of bush meat, Travelling from one place to another ","No sick person should be kept at home, No one should wash dead bodies ",High rate of teenage pregnancy ,They are capable of carrying out action plan and there is no obsatcle 
2015-01-15,Kailahun,Jawei,Borbor ,Sogorma ,NA,1,1,NA,Medium,The government need to provide more materials that can prevent the virus from spreading.,"IF the Ebola virus is in chicken, goat or cows and when the Ebola will the Ebola come to an end?","Avoid body contact, Avoid eating bush meat, especially dead animals, Avoid washing dead body.","Do not visit funeral homes, No public gathering, No shaking of hands.",If the government have not got medicine for Ebola?,No health facility in their area 
2015-01-15,Kailahun,Jawei,Borbor ,Toviama ,NA,1,1,Youth Leader ,Very High,To abide by the rules and regulations laid down by the authorities ,"How did Ebola enter this country? , If some one observe the laws giving by the health workers can he/she get Ebola virus.","Eating bush animals, Body contact.","Eating bush animals, Body contact.",They are always ready to observe all rules and regulations inorder to kick out Ebola,They are always ready to observe all rules and regulations inorder to kick out Ebola
2015-01-15,Kailahun,Jawei,Lower Ngiebu,Vaama ,NA,1,1,Youth Leader ,Low,"Since the outbreak of Ebola, this community has not received any veronivcal buckts and preventive gears to fight Ebola","Most community members were concern about the time frame the scourge is going to take toe come to an end,","Touching of dead bodies and eating of bush meat expecially monkeys, bats and champazes ","A stranger is not allow in the community if he/she is found guilty should pay Le 20,002",The geographical provimity from the village to health favility was a great concern,NA
2015-01-15,Kailahun,Jawei,Zowa ,Yengeima ,NA,1,1,NA,Very High,Ebola has stop development in their community.,Is it that the  Ebola virus is a man made virus?,"Body contact, washing the dead bodies ",No one should host strangers with out noticing the town chief ,"Defaulters pay a fine of Le 300,001",They are capable to carry out action plan
2015-01-15,Kailahun,Luawa,Gao,Baoma Njilla,NA,1,1,NA,Very High,Early treatment can lead to survival ,When will Ebola come to an end? Why do we need to wash our hands always ,Attending to community burial ceremonies,No stranger is allowed to sleep in their community ,Ebola has stopped their cultural practices ,They are capable of carrying out action plan and there is no obsatcle 
2015-01-15,Kailahun,Luawa,Gao,Foyah ,NA,1,1,NA,Very High,When will Ebola finish and their children start schooling.,When is Ebola going to end?,"Body contact, washing and burrying of dead bodies, caring ofr sick people, attending funerals. ",Youths are not allowed to play football and watch videos at any time.,The daeths of the 7 Doctors has made them believe that Ebola is real.,From the look of things the people are not ready to carry out the job because they want payment in return.
2015-01-15,Kailahun,Luawa,Gao,Gbatorma Gao,NA,1,0,NA,Very High,When will Ebola finish and their children start schooling.,When is Ebola going to end?,"Body contact, washing and burrying of dead bodies, caring ofr sick people, attending funerals. ",Youths are not allowed to play football and watch videos at any time.,The daeths of the 7 Doctors has made them believe that Ebola is real.,From the look of things the people are not ready to carry out the job because they want payment in return.
2015-01-15,Kailahun,Luawa,Luawa Foya ,Jaama ,NA,1,1,Town Chief ,Very High,"Lack of education, high cost of living ",When shall schools resume?,"Burrying of dead bodies, Eating of bush meat, hiding of sick people",No stranger is allowed to pass the night in this community,Ebola has brought enemity among family members ,They are always ready to observe all rules and regulations inorder to kick out Ebola
2015-01-15,Kailahun,Luawa,Luawa Yiehun ,Kebrama,NA,1,1,Farmer ,Very High,When will Ebola free Sierra Leone and we do our normal busines.,When will the school be reopen?,Going to burial fenerals and washing of death body you may get Ebola,Avoid eating bush meat ,Ebola is killing but preganancy is on the increase ,Chlorine and bucket for the washing of hands.
2015-01-15,Kailahun,Luawa,Gao,Sekenema ,NA,1,1,Youth ,Very High,"Since the outbreak of Ebola, this community has not received any veronivcal buckts and preventive gears to fight Ebola",What are some of the signs of Ebola and how can we prevent it?,"Nobody contact, no burial, no eating of bush meat",No hunting of bush animals,they are ready to kick out Ebola,"No Health Centre in this community, problem of traveling long distances for medical care"
2015-01-15,Kailahun,Luawa,Luawa Foya ,Taamba ,NA,1,1,Town Chief ,Very High,They expressed that prayer is the only way to solve this Ebola crisis.,What should you do if someone in your family or household become sick?,"The touching of dead body, The fluid of an infected person.","To call on the bruial team in case of any death, To report the sick people to the nearest health post.",The the Goernment should come to their aid by providing them food.,They are capable to carry out action plan
2015-01-15,Kailahun,Malema,Lower Sami ,Mabuima ,NA,1,1,Contact tracer ,High,Ebola is a deadly virus and it kills rapidly.,Why do medical people wear PPE but do not allow family members to take part in burials.,"Touching sick people, washing of dead bodies, Body contact.",No public gathering/Meeting that is not related to Ebola,People who were tested and proved Ebola free should be given free health care.,Disagreement  amoung the community members on the issue of hosting strangers
2015-01-15,Kailahun,Malema,Lower Sami ,Pewama ,NA,1,1,Imam ,High,"Our Children are now out of school, Since the out break of Ebola we have received any supply yet.",Can we go ahead with our  normal funerals after Ebola is erabicated?,"Shaking of hands, Burial of dead bodies.",No stranger is allowed to sleep in their community ,They are always ready to observe all rules and regulations inorder to kick out Ebola,They are capable of carrying out action plan and there is no obsatcle 
2015-01-15,Kailahun,Malema,Upper Sami ,Teawoa ,NA,1,1,Tailor ,Medium,"Increase in  Teenage pregnancy, No free movemnt form one town to another ",Can we eat bush meat after Ebola?,"Eating bush animals, Body contact.",They call the burial team when person dies.,Things are not going well with them since the out break of Ebola.,They are capable to carry out action plan
2015-01-15,Kailahun,Malema,Woroma ,Bendu ,NA,1,1,Youth Leader ,Very High,How ready is the government to end Ebola?,1. When will Soerra Leone be declear Ebola free? 2. Why is government the only sector that is responsible to declear Sierra Leone Ebola free?,"Allowing strangers to sleep in the community, washing dead bodies, burying the dead, and attending to funerals.",1. Sick people are not allow in the village. 2. Strangers are not allowed in the community.,1. That since the outbreak they are abiding to the rules and regulations at will put an end to Ebola. 2. The promise to uphold the laws until the declearation of Ebola free Sierra Leone.,Poor road network and mobile network problem.
2015-01-15,Kailahun,Malema,Pelegbaima ,Damballa ,NA,1,1,CHO,High,For Ebola to come to and end.,Why should sick people be taken to the Ebola management center when there is no medicine to coure it?,Touuching of one another ,No body should kill the animals prescribed  by MOHS.,NA,Challenges of anothers view was the major obstacle 
2015-01-15,Kailahun,Malema,Pelegbaima ,Dedahun ,NA,1,1,Youth Chairman ,High,Concern for Ebola to be Eradicated.,Can we eat bush meat now?,Avoiding laws laid down by the MOHS.,"Eating bush animals, Body contact.",Persistent sensitization in public placeses.,Absence of radio network and postals.
