Date_of_Visit,District,Chiefdom,Section,Name_of_community,f_q1,f_q2,f_q3,f_q4,f_q5,f_q6
2015-06-10,Pujehun,Malen,Korwa,Nganyahun,1,Protect us from getting Ebola,NA,Fow now people have confidence in the medical people,NA,NA
2015-06-10,Pujehun,Malen,Korwa,Salin,0,NA,We need more respect for the dead,Since the introduction of the action points our community has always be one of the cleaniest communities,NA,NA
2015-06-11,Pujehun,Malen,Korwa,Macca Ii,1,It helps us not to contact any virus,NA,People now call 117 for their sick and death relatives,NA,NA
2015-06-11,Pujehun,Malen,Korwa,Macca I,1,It protects us from Ebola,NA,Sick people now willingly go to the health centre,NA,NA
2015-06-10,Pujehun,Barri,Sojor I,Jalihun I,1,The burial team is their to protect them,NA,They always keep the community clean and has separate place were they should keep the pans,NA,NA
2015-06-10,Pujehun,Barri,Sojor I,Jalihun Ii,1,They donâ€™t want the Ebola to keep spreading in the country,NA,They cannot keep strangers o accommodate them except the approval of the health peronnel,NA,NA
2015-06-11,Pujehun,Barri,Sojor I,Bakar,0,NA,They want to bury their family traditionally,Nobody is allow to bury dead person except they call the alert center,NA,NA
2015-06-11,Pujehun,Barri,Sojor I,Gayawamei Ii,1,They said they donâ€™t want to die of Ebola ,NA,Burial washing is not allow at all not in the community,NA,NA
2015-05-10,Pujehun,Barri,Limba,Busu,1,They donâ€™t want the Ebola to spread,NA,They can not touch sick person,NA,NA
2015-05-10,Pujehun,Barri,Limba,Konia,1,For them not to harm themselves by getting theEbola virus,NA,They avoid body contact,NA,NA
2015-05-10,Pujehun,Barri,Limba,Mansaralleh,1,In term of sickness they are willing to bury the people like that,NA,No body is allow to wash dead body traditionallyy except the buria team,NA,NA
2015-05-10,Pujehun,Barri,Limba,Waima,1,The team project them from the Ebola that is the community,NA,They always keep the community clean and has separate place were they should keep the pans,NA,NA
2015-06-10,Pujehun,K.k.b,Bakoi,Mabojama Bakoi,1,It is preventive ,NA,Sick has now been reportedto health centres,NA,NA
2015-06-10,Pujehun,K.k.b,Bakoi,Yawei,1,It is a laid down law,NA,Death and sick has been reprted to health people,NA,NA
2015-06-11,Pujehun,K.k.b,Bakoi,Serabu,1,The burail team give respect to the dead,NA,Effective functioning of the action plan,NA,NA
2015-06-11,Pujehun,K.k.b,Bakoi,Taninahun Ii,0,NA,Because of the plastic corp,They believe in the reality of Ebola,NA,NA
2015-06-10,Pujehun,G/Perri,Joyah,Vaama,1,The team allow the country people to witness the burial process,NA,Environmental cleaning and construction of plate rack to prevent from cholera,NA,NA
2015-06-10,Pujehun,G/Perri,Joyah,Kajamo,1,They allow religious leader to pray on the corpse,NA,Community people frequently attend clinic and transfer sick people at health center for quick treatments,NA,NA
2015-06-11,Pujehun,G/Perri,Joyah,Nyeyama,1,The burial team are from the same district and the same type,NA,Community people allow health workers to give vaccine to their young children,NA,NA
2015-06-10,Pujehun,G/Perri,Dakona,Blama Wai,NA,NA,NA,Community sanitation,NA,NA
2015-06-10,Pujehun,G/Perri,Dakona,Kakayama,NA,NA,NA,The community people are now closing their domestic work,NA,NA
2015-06-11,Pujehun,G/Perri,Pelegbor,Taninahun,NA,NA,NA,The community people are really attending the clinic centers,NA,NA
2015-06-11,Pujehun,G/Perri,Palegbor,Funyehun,NA,NA,NA,The community people are really working in hand with the health centers,NA,NA
2015-06-10,Pujehun,G/Perri,Gendewa,Nyala,1,They are no longer responsible for the burial of their dead bodies,NA,The chief and community health workers are making sure that all sick person's have been taking to the nearest health centre,NA,NA
2015-06-10,Pujehun,G/Perri,Gendewa,Nyadelun,NA,NA,NA,"The community people have been convinced that some body will get in contact with Ebola through hand shaking, body contact etc",NA,NA
2015-06-11,Pujehun,G/Perri,Gendewa,Vaama Peri,NA,NA,NA,The community people at first were unwilling to accept us in their community but now they are happy to received us and they praise us a lot,NA,NA
2015-06-11,Pujehun,G/Perri,Gendewa,Gendemawoi,NA,NA,NA,The community people now strongly believed that Ebola is real and they are still abiding by the laws mandated by the government,NA,NA
2015-06-10,Pujehun,Makpele,Selima,Nyeyama,0,NA,The community people said they are not please with the way the burial team conducted the burial because they donâ€™t wash dead bodies and no burial ceremony is performed,The community people now strongly believe that Ebola is real and they are still abiding by the law madated by the government,NA,NA
2015-06-10,Pujehun,Makpele,Selima,Baiama,1,Because they are no longer responsible for the burial of dead bodies,NA,"The commuity people have been convinced that somebody wii get in contact with Ebola through hand shaking,body contact etc and they are abiding by the laws",NA,NA
2015-06-11,Pujehun,Makpele,Selima,Towbu,1,Because they now honoured and allowed Imam and Pastor to pray od the body,NA,The community people at first were unwilling to accept us in their community but now they are happy to received us and they praise us a lot,NA,NA
2015-06-11,Pujehun,Makpele,Selima,Konnehun,1,Because they now honoured and allowed Imam and Pastor to pray od the body,NA,The chie and  C.H.W are making sure that everybody have abide by the law as mandated by the government,NA,NA
2015-06-10,Pujehun,Kpaka,Njasende Masawima,Njasende Masawima,1,The burial team allow few of family members to the cemetry,NA,Always wash hands with soap and clean water,NA,NA
2015-06-10,Pujehun,Kpaka,Njasende Masawima,Njasende Masawima,NA,NA,NA,We should not bury the death body without Ebola  burial team,NA,NA
2015-06-11,Pujehun,Kpaka,Njasende Masawima,Njasende Masawima,NA,NA,NA,"Avoid touching dead body, bush meat is prohibited",NA,NA
2015-06-11,Pujehun,Kpaka,Njasende Masawima,Njasende Masawima,1,The burial team allow them to pray on their dead body,NA,"Avoid body contact,all the environment should be clean",NA,NA
2015-06-10,Pujehun,Soro Gbema,Mano-River,Poima,1,We were allowed to pray on our body,NA,The people now call 117 for any sick alert,NA,NA
2015-06-10,Pujehun,Soro Gbema,Mano-River,Zozo,1,They allowed us to pray on our body and followed them to the cemetry,NA,The community people now refer cases to the clinic,NA,NA
2015-06-11,Pujehun,Soro Gbema,Mano-River,Bortou Mano,1,They allowed us to call the presence of God to our late person,NA,The people now obeyall the bye laws relating to Ebola,NA,NA
2015-06-11,Pujehun,Soro Gbema,Mano-River,Mano Kpeldeh,1,They allowed us to pray on our body and also to go along with them to the grave yard,NA,The people in this community now donâ€™t allow strangers in this community,NA,NA
2015-05-20,Pujehun,Soro Gbema,Massaquoi Ii,Sanga,1,The burial team respect the corpse,NA,Sick are mow reported to the health centre,NA,NA
2015-05-20,Pujehun,Soro Gbema,Massaquoi Ii,Faibaina Ii,1,They allow us to take decision,NA,Death has now been reported to the burial team,NA,NA
2015-05-21,Pujehun,Soro Gbema,Massaquoi Ii,Kpahala,1,We ask a lot ofquestion and they answer,NA,They believe in the reality of E.V.D,NA,NA
2015-05-21,Pujehun,Soro Gbema,Massaquoi Ii,Korjei,1,We want Ebola to go out of Sierra Leone,NA,Death and sick has been reported by caling 117,NA,NA
2015-06-03,Pujehun,K.k.b,Kpanga Ii,Kpanka Ii,NA,NA,NA,The community people call the hotline (117) oncase of any death or sick cases,NA,NA
2015-06-03,Pujehun,K.k.b,Kpanga Ii,Longo,NA,NA,NA,They refer all sick and death cases to the nearest health centre,NA,NA
2015-06-04,Pujehun,K.k.b,Kpanga Ii,Tusur,NA,NA,NA,They are now satisfy with the way the Ebola bye-laws are been carried out,NA,NA
2015-06-05,Pujehun,K.k.b,Kpanga Ii,Masseh Fortune,NA,NA,NA,The community now put hands under the mobilisers inorde to help fight the Ebola,NA,NA
2015-05-22,Pujehun,Sorogbeme,Kengo,Futamuma,1,Though there was no death in the community but those witness because the call now pray on the body,NA,NA,NA,NA
2015-05-22,Pujehun,Sorogbeme,Kengo,Wedalor,1,They can give respect to the family,NA,NA,NA,NA
2015-09-03,Pujehun,Sowa,Upper Greama,Giweila/Negbeyama,1,To obey the law and due to the late arrival,NA,Regular sensitization has been one of the key points in the fight agnist Ebola and taking record of all those that visit them,Mamboma=The community people are kindly asking on Restless Development to repiea their pump.The resident of korgie community were Express their dissafaction over their limited movement as a result of Ebola,NA
2015-09-04,Pujehun,Sowa,Upper Greama,Gandorhun/Korgie,1,To minirize the risk of Ebola and due to the physical  appcarance,NA,No one should accomadate a stranger and all sick should be reported in hospital,"Badela=The town chif Expressed concern that Ebola is the factor respomble for the abject poverty in sierra leone.The section chif Gandorhun Expressed concern that due to the delay of burial team,the government should train people atchiefdom level",NA
2015-09-05,Pujehun,Sowa,Upper Greama,Badala/Mamboma,1,To maintain community bye laws and because of the delay of burial team,NA,Proper screening of a person befor entring in to the community and situational leadership to change things the way it fit,Negbeyama=Since pujehun is free from Ebola are we allow to eat bush meat and make dance?Giweila=When is ebola going to finish?,NA
2015-07-09,Pujehun,Surogbema,Zoker1,Kpatemi,1,It is the way of satisfied burial that can prevent us from getting the diseases,NA,We clean and maintained to prevented the community from containing the deadly virus,"Are people in their virous work places going to stay there for even if the deadly disease gone?Kpateni community,common questions",NA
2015-07-09,Pujehun,Surogbema,Zoker2,Kporbu,1,"No sption but to say yes,as it was said by the government fust to abide by the laws",NA,"Working hard in other workers,with regards Ebola to see that no negative information of Ebola comes to their community",NA,NA
2015-07-10,Pujehun,Surogbema,Zoker3,Dia,1,It is the only safe and degnified way of burial to keep us from contacting the virus,NA,Still stay cool and calm in their community to add more emphary on how to help prevent the country and their community unity specificially,NA,NA
2015-07-10,Pujehun,Surogbema,Zoker4,Ginjama,1,We are encouraged now to take part in some arears of burials,NA,They still their by-laws in place and are acting posituiely on their by-laws to help prevent the disease from the community,NA,NA
2015-07-09,Pujehun,Sowa,Sabba1,Fayama,1,To stop tocting dead body,NA,The renforcement of the community bye-law,For now communities are much peaceful and awaiting for the departure of Ebola,NA
2015-07-09,Pujehun,Sowa,Sabba1,Jaiwo,1,To maintain the bye-laws,NA,The introduction general clearing,Adhearing to all Ebola communities bye-laws,NA
2015-07-10,Pujehun,Sowa,Sabba1,Foindu,1,To prevent Ebola,NA,The sop method hos be recognized,Active Radio histening for Ebola up date,NA
2015-07-10,Pujehun,Sowa,Sabba1,Ngagiboma,1,Because they can allow the families to pray,NA,Auge Amint of development of progess,For now thanks to God everything is on average and the expeneing disaple and quickness,NA
2015-07-09,Pujehun,Malen,Kemoh,Nganyahun,1,This prorects us from contracting virus,NA,"Due to the introduction of the Action points,the community has always be cleaned","Our dead relatives should be burried in their communities.For instance,if an indigine of nganyahun dies in freetown should be brought to nganyahun and burie their.",NA
2015-07-09,Pujehun,Malen,Kemoh,Jumbu,1,It helps us not to get Ebola,NA,Sick people now have confident in the medical people there by visiting health center,We want the government to help the pupils and teaches of jumbu with rain gear.,NA
2015-07-10,Pujehun,Malen,Kemoh,Sarhun,1,It help us from contracting Ebola,NA,"Since the introduction of the action points,it mixture of chorine and water for regular hand washing has always been avalaible",NA,NA
2015-07-10,Pujehun,Malen,Kemoh,Bombohun,1,It prevent the spread of diseases eg Ebola,NA,"Since the introduction of the action points,no one had died in the community,this means,we always refer the sick people to the health center",NA,NA
2015-07-09,Pujehun,Sowa,Karngebai,Nyandehun,1,To avoid touching dead bodies,NA,The implementation of community bye laws,How soon W.H.O will decare sierra leone Ebola free?,NA
2015-07-09,Pujehun,Sowa,Karngebai,Geima,1,Because  it is mandetory,NA,The awareness of selfe prevention,NA,NA
2015-07-10,Pujehun,Sowa,Karngebai,Sembehun,1,To minmize the risk of contract,NA,The implentation of general cleaning,NA,NA
2015-07-10,Pujehun,Sowa,Karngebai,Tikonko,1,To abide by the law of government,NA, Unity amonyst people,NA,NA
2015-07-08,Pujehun,Barri,Dakonah,Baoma,1,"They are willing to burial there people,burial team did because sick",NA,"Since I last visit,They should not eat bush meat like monkey and other animals",NA,NA
2015-07-08,Pujehun,Barri,Dakonah,Memei,1,"With a lots of explanation the way the ebola is,now we know it is dangerous ",NA,I left the last visit no social activities in the community,NA,NA
2015-07-09,Pujehun,Barri,Sojor1,Gbegama,1,Yes we donâ€™t want the ebola to be spread,NA,No burial is allow in the community,NA,NA
2015-07-09,Pujehun,Barri,Dakoakal,Kambama,1,No they want to burial the people traditionally as before,NA,NA,NA,NA
2015-07-09,Pujehun,Malen,Kakpanda,Taninahun,1,"They were satisfy because their relatives were well dressed,befor taken them to the grave yaet",NA,Refering sick people to health center and calling 117/District burial team in case of death has been the biggest change in this community since our last visit,"The common concerns raised by all the four(4)communities which I visited this week.There is delay in the bural team because sometimes people die for 3 or 4 days in a community befor the burial team come and take the body which is affected them in their communities.And their questions was,what will be the help for them from the government after Ebola crisis in the country?",NA
2015-07-09,Pujehun,Malen,Kakpanda,Blama-Wo,1,"They were satisfy with the burial team,so that this will stop the spread of the Ebola virus",NA,Refering strangers to the town chieffor proper investigation has been the biggest change in this community since our last visit,NA,NA
2015-07-10,Pujehun,Malen,Kahaimo,Taliaz,1,They were satisfy so that the team will prevent their community from many sickness,NA,Conducting general cleaning has been the biggest change in this community since our last visit,NA,NA
2015-07-10,Pujehun,Malen,Kahaimo,Fayama2,1,They were sasisfy with the burial team because of the current situation in the country,NA,Avoiding strangers in the community and calling District burial team in the case of death has bee the biggest change in their commuuniy since our last visit,NA,NA
2015-07-09,Pujehun,K.k.b,Upper Kaiyenby,Gangama,1,Because it help us prevent Ebola diseases ,NA,Taking people to the nearest health center,"We want Ebola to stop now,because this virus has led us backward in our agricultural product",NA
2015-07-09,Pujehun,K.k.b,Upper Kaiyenby,Tongay,1,Because they allow the people to pray for their people,NA,Clean idealogy of Ebola and it preventive measures,"The attention of government is only base in this Ebola,why the other viruses are around",NA
2015-07-10,Pujehun,K.k.b,Kondogbeh,Baomajibu,1,Because the burial team give respect to the dead,NA,Implementation of bye-laws in the community,What will be the concern of government for the community people after Ebola,NA
2015-07-10,Pujehun,K.k.b,Kondogbeh,Tursu,1,Because they are satisfy with the burial team they no longer contacted the virus,NA,The community people have accept the reality of Ebola,What the N.G.O.s and other organization are going to do after Ebola finished?,NA
NA,Pujehun,Barri,Jougba,Semabu,1,Because we have to go by the law of the country,NA,"Since the last visit we donâ€™t visit burial homes,we donâ€™t touch or buried dead bodies",We have gone over 220 days with no Ebola but we are not free from the state of Emergency,NA
