Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2015-01-16,Tonkolili,Kunike Barina,NA,Gbi Kom,NA ,1 ,NA ,NA ,Medium ,Government should try and provide a vaccine that will kill Ebola ,When will Ebola end ,There is no cure message ,A woman was fined latherer for failing to report a man who come to her as a stranger ,Since we now told Ebola can be curer will take all sick people either Ebola sign or not to the health center ,The community life in this community will render it difficult for their action plan 
2015-01-16,Tonkolili,Kunike Barina,Makali,Magben,NA ,1 ,1 ,Town Chief ,Very High ,The enforcement of bike ride in the chiefdom is a cause of complain. ,What someone die over night when sleeping together what are you to do in the moment ,Visiting quarantine homeschooling suspected or confirm Ebola deadening to hot spot area ,NA ,Since people are afraid to use the community care center let there be distribution of all beneficiary community of the KC ,Magenta community source of survival depends on the outside e which means people enter and leave anytime they wanted 
2015-01-16,Tonkolili,Kunike Barina,NA,Magben,NA ,1 ,NA ,NA ,Very High ,The enforcement of bike ride in the chiefdom is a cause of complain. ,What someone die over night when sleeping together what are you to do in the moment ,Visiting quarantine homeschooling suspected or confirm Ebola deadening to hot spot area ,NA ,Since people are afraid to use the community care center let there be distribution of all beneficiary community of the KC ,Magenta community source of survival depends on the outside e which means people enter and leave anytime they wanted 
2015-01-16,Tonkolili,Kunike Barina,Mathonkara,Makama,NA ,1 ,1 ,Trader ,Medium ,The people grumble about restriction of their movement ,is Ebola a natural or artificial outbreak ,people of this community are afraid of Ebola as a result they practices the Ebola ,No hand shaking in the community over crowding in the community ,people of this community says the distance to the kc is far ,members of this community practice the key message of Ebola 
2015-01-16,Tonkolili,Kunike Barina,NA,Makama,NA ,1 ,NA ,NA ,Medium ,The people grumble about restriction of their movement ,is Ebola a natural or artificial outbreak ,people of this community are afraid of Ebola as a result they practices the Ebola ,No hand shaking in the community over crowding in the community ,people of this community says the distance to the kc is far ,members of this community practice the key message of Ebola 
2015-01-16,Tonkolili,Kunike Barina,Mamurie,Rolaylay,NA ,1 ,1 ,Head man ,High ,Ebola is a killer disease and has deprived them from most of their activities ,How do we take sick people in community while our community is not motor able ,Washing of dead handiness earthshaking bush touching fluid of Ebola patient ,No lodging of stranger secret burial washing of dead bodiless hand shaking eating of bush meat ,Ebola survivors should be part of the burial team and contact tracers ,NA 
2015-01-16,Tonkolili,Kunike Barina,NA,Rolaylay,NA ,1 ,NA ,NA ,High ,Ebola is a killer disease and has deprived them from most of their activities ,How do we take sick people in community while our community is not motor able ,Washing of dead handiness earthshaking bush touching fluid of Ebola patient ,No lodging of stranger secret burial washing of dead bodiless hand shaking eating of bush meat ,Ebola survivors should be part of the burial team and contact tracers ,NA 
2015-01-16,Tonkolili,Malal Mara,Matanka,Rofonk,NA ,1 ,1 ,Youth Leader ,High ,Is there any medicine for this disease ,NA ,Washing of dead bodies caring for the accommodation of strangers ,No use of abusive language in the community ,There is no support for the mounting of check point ,NA 
2015-01-16,Tonkolili,Malal Mara,NA,Rofonk,NA ,1 ,NA ,NA ,High ,Is there any medicine for this disease ,NA ,Washing of dead bodies caring for the accommodation of strangers ,No use of abusive language in the community ,There is no support for the mounting of check point ,NA 
2015-01-16,Tonkolili,Malal Mara,Mabilafu,Rotonka,NA ,1 ,1 ,Ordinary Citizen ,High ,The burial team should wash and pray on thee dead once before performing burial ,Are there any veronica buckets for us. ,Body contact Ridding sick people Touching sick person ,No eating of bush meat public gathering ,Ebola survivors should be kept for three month ,NA 
2015-01-16,Tonkolili,Malal Mara,NA,Rotonka,NA ,1 ,NA ,NA ,High ,The burial team should wash and pray on thee dead once before performing burial ,Are there any veronica buckets for us. ,Body contact Ridding sick people Touching sick person ,No eating of bush meat public gathering ,Ebola survivors should be kept for three month ,NA 
2015-01-16,Tonkolili,Malal Mara,Manewa,Robala,NA ,1 ,1 ,Youth Leader ,Very High ,As of now there is no antimalarial vomiting etc all of these are Ebola sickness. ,What are the different between the signs and symptoms of Ebola and that of malaria ,Hand shaking Touching dead touching sick person ,Mounting of checkpoint No accommodation of strangers ,Weekly payment of health workers should be stopped they should be paid their normal salaries ,Engagement in farm work 
2015-01-16,Tonkolili,Malal Mara,NA,Robala,NA ,1 ,NA ,NA ,Very High ,As of now there is no antimalarial vomiting etc all of these are Ebola sickness. ,What are the different between the signs and symptoms of Ebola and that of malaria ,Hand shaking Touching dead touching sick person ,Mounting of checkpoint No accommodation of strangers ,Weekly payment of health workers should be stopped they should be paid their normal salaries ,Engagement in farm work 
2015-01-16,Tonkolili,Malal Mara,Malal,Rokandama,NA ,1 ,1 ,Teacher ,High ,The late arrival of burial teams is a concern ,Why is the chiefdom burial team condemn ,Touching of sick personalizing of dead bodies ,No stranger is allowed in the community ,The late arrival of burial team ,NA 
2015-01-16,Tonkolili,Malal Mara,NA,Rokandama,NA ,1 ,NA ,NA ,High ,The late arrival of burial teams is a concern ,Why is the chiefdom burial team condemn ,Touching of sick personalizing of dead bodies ,No stranger is allowed in the community ,The late arrival of burial team ,NA 
2015-01-16,Tonkolili,Safroko Limba(Kalasokia),Massapi(Masokry),Kamassapi,NA ,1 ,1 ,Youth Leader ,Medium ,To see Ebola out of SOL ,Why we select their community talk about Ebola What Ebola is really about ,Washing some one who has died of Ebola. Caring for the sick at home. ,No stranger is allowed. No washing of dead body ,They expected us to provide them with soap buckets and food. ,NA 
2015-01-16,Tonkolili,Sambaia,Borowa,Moriebenya,NA ,1 ,1 ,NA ,High ,NA ,NA ,Hand bushwhacking meat secret burial ,No hand shaking hunting of bush meat ,NA ,Soap for hand washing tots light and batteries Natalya 
2015-01-16,Tonkolili,Sambaia,NA,Moriebenya,NA ,1 ,NA ,NA ,High ,NA ,NA ,Hand bushwhacking meat secret burial ,No hand shaking hunting of bush meat ,NA ,Soap for hand washing tots light and batteries Natalya 
2015-01-16,Tonkolili,Sambaia,Buyan,Munabuka,NA ,1 ,1 ,Town chief ,High ,When will Ebola end in Sierra Leone ,What is the main problem with Sierra Leone ans ,Sexual intercourse with an infected person by touching dead bodies ,No stranger is allowed ,Those that are not adhering to the precautions are a result of the wide spread of the disease ,NA 
2015-01-16,Tonkolili,Sambaia,NA,Munabuka,NA ,1 ,NA ,NA ,High ,When will Ebola end in Sierra Leone ,What is the main problem with Sierra Leone ans ,Sexual intercourse with an infected person by touching dead bodies ,No stranger is allowed ,Those that are not adhering to the precautions are a result of the wide spread of the disease ,NA 
2015-01-16,Tonkolili,Sambaia,Dayie,Nunkikoro,NA ,1 ,1 ,Task force leader ,High ,We the Government to put things in place by including women in the burial team ,Why did the government say only Red Cross are qualify to do burial ,No body contact ,No secret burial no washing of dead no one is allowed to leave the village for more than three days no one should enter the community after Chapman ,We want Government to help us with veronica buckets and soap ,NA 
2015-01-16,Tonkolili,Sambaia,NA,Nunkikoro,NA ,1 ,NA ,NA ,High ,We the Government to put things in place by including women in the burial team ,Why did the government say only Red Cross are qualify to do burial ,No body contact ,No secret burial no washing of dead no one is allowed to leave the village for more than three days no one should enter the community after Chapman ,We want Government to help us with veronica buckets and soap ,NA 
2015-01-16,Tonkolili,Sambaia,Sambaia,Wona,NA ,0 ,1 ,Assistance Town Chief ,Very High ,We want the Government to subprofessionals doctors into holding and treatment centers ,Is it true that the retrovirus does not survive the hot burning sun ,Body contact eating of bush meat secret brainwashing of dead bodies ,No accommodation of strangers No hunting of bush meat ,The acceptance of by-laws and regular visit to health center if feeling abnormal ,Lack of support from community heads 
2015-01-16,Tonkolili,Sambaia,Sambaia,Wona,NA ,1 ,NA ,Assistance Town Chief ,Very High ,We want the Government to subprofessionals doctors into holding and treatment centers ,Is it true that the retrovirus does not survive the hot burning sun ,Body contact eating of bush meat secret brainwashing of dead bodies ,No accommodation of strangers No hunting of bush meat ,The acceptance of by-laws and regular visit to health center if feeling abnormal ,Lack of support from community heads 
2015-01-16,Tonkolili,Sambaia,NA,Wona,NA ,1 ,NA ,NA ,Very High ,We want the Government to subprofessionals doctors into holding and treatment centers ,Is it true that the retrovirus does not survive the hot burning sun ,Body contact eating of bush meat secret brainwashing of dead bodies ,No accommodation of strangers No hunting of bush meat ,The acceptance of by-laws and regular visit to health center if feeling abnormal ,Lack of support from community heads 
2015-01-16,Tonkolili,Tane,Makrugbeh,Mabenda,NA ,1 ,1 ,Head Man ,Medium ,Notable to wash the dead ,when will Sierra Leone will free from Ebola ,washing dead bodybuilding the sick ,No stranger hand shaking body contact ,NA ,NA 
2015-01-16,Tonkolili,Tane,Mototoka,Makali Junction,NA ,1 ,1 ,Head man ,Medium ,government should supply them with bucket ,how long will Ebola last for ,body contacting dead busybody the dead ,Katydid is for failing to cleaning her compound ,NA ,NA 
2015-01-16,Tonkolili,Tane,Mathonkara,Mamayia,NA ,1 ,1 ,Youth Leader ,High ,Why the burial team like to spray our dead bodies ,Do we have Ebola treatment center in Nakamura ,Secret brainwashing of dead accommodation of mistranslating of quarantine homeland shaking ,Accommodation of strangers No secret burial washing of the dead ,Are you going to supply us food in this meeting so that we can wait and listen good ,My concern in this area of eating bush animals not everyone in this community will no that someone has kill bush animal to eat. 
